Facility Name,Region,DataSource,IndividualId,Company/First Name,CAM,Care Team,Care Team Clinical Mgr,Telmediq ID,Facility Type,Status,Client Status,Facility NPI #,AddressLine1,City,State,StateCode,PostalCode,County,Work Phone,fax,Fax to Send Notes,Fax to Send Sched,Email,Email to Send Schedule,Lab,Lab Sched Day,Xray/Imaging,Home Health,Hospice,Total Patients,BHI Volume,CCM Volume,Telehealth Volume,Primary Care Volume,Primary Care ALF Volume,Primary Care SNF Volume,Primary Care IL Volume,Psychiatry Volume,Psychotherapy Volume,Ortho Volume,Mental Health Volume,Dermatology Volume,Podiatry Volume,Specialty Volume,Pain Volume,Wound Care Volume,MCO,APCM Volume,VBLTC Volume,Competitor,Licensed Bed #,Current Census #,Eventus EMR,Facility EMR MA Access,PC Provider 1,PC Provider 1 NPI,PC Sched Days 1,PC Provider 2,PC Provider 2 NPI,PC Sched Days 2,PC Provider 3,PC Sched Days 3,Medical Director,PC Sched Days 4,PC Provider - 4,PC Provider 1 / CTA,PC Provider 1 CTA,PC Provider 1 MA,PC Provider 2 MA,PC Start Date,PC Frequency,Medical Director Name,Psychiatry Provider 1,Psychiatry Provider 1 NPI,Psychiatry Sched Days 1,Psychiatry Provider 2,Psychiatry Provider 2 NPI,Psychiatry Sched Days 2,Psychiatry Provider 1 MA,Psychiatry Provider 2 MA,Psychiatry Provider 1 / CTA,Psychiatry Provider 1 CTA,Psychiatry Provider 2 CTA,Psychiatry Start Date,Psychiatry Frequency,Psychotherapy Provider 1,Psychotherapy Provider 1 NPI,Psychotherapy Sched Day 1,Psychotherapy Provider 2,Psychotherapy Sched Day 2,Psychotherapy Prov 1 MA,Psychotherapy Prov 2 MA,Psychotherapy Provider 2 NPI,Psychotherapy Provider 1 CTA,Psychotherapy Start Date,Psychotherapy Frequency,Podiatry Provider 1,Podiatry Provider 1 NPI,Podiatry Provider 2,Podiatry Provider 1 MA,Podiatry Sched Day 1,Podiatry Sched Day 2,Podiatry Start Date,Podiatry Frequency,Pain Provider 1,Pain Provider 1 MA,Pain Sched Day 1,Pain Provider 2,Pain Provider 2 MA,Pain Sched Day 2,Pain Start Date,Pain Frequency,Pain Freq Other,Pain Status,Wound Care Provider 1,Wound Care Provider 1 NPI,Wound Care Provider 1 MA,Wound Care Sched Day 1,Wound Care Provider 2,Wound Care Provider 2 MA,Wound Care Sched Day 2,Wound Care Start Date,Wound Care Frequency,Wound Care Freq Other,Wound Care Status,Specialty Provider 1,Specialty Provider 1 MA,Specialty Sched Day 1,Specialty Provider 2,Specialty Provider 2 MA,Specialty Sched Day 2,Specialty Start Date,Specialty Frequency,Specialty Freq Other,Specialty Status,Title/Position,Title,Parent Company,Legacy EMR,Mobile Phone,Alternate Phone,Contact 1,Contact 1 Email,Contact 1 Title/Position,Contact 1 Mobile Phone,Contact 1 Work Phone,Contact 1 Alternate Phone,Contact 2,Contact 2 Email,Contact 2 Title/Position,Contact 2 Mobile Phone,Contact 2 Work Phone,Contact 2 Alternate Phone,Contact 3,Contact 3 Email,Contact 3 Title Position,Contact 3 Mobile Phone,Contact 3 Work Phone,Contact 3 Alternate Phone,Contact 4,Contact 4 Email,Contact 4 Title/Position,Contact 4 Mobile Phone,Contact 4 Work Phone,Contact 4 Alternate Phone,Contact 5,Contact 5 Email,Contact 5 Title/Position,Contact 5 Mobile Phone,Contact 5 Work Phone,Contact 5 Alternate Phone,Contact 6,Contact 6 Email,Contact 6 Title/Position,Contact 6 Mobile Phone,Contact 6 Work Phone,Contact 6 Alternate Phone,Source System ID,AdvMD ID,AdvMD Name,Auto Sending of Sched,Attending MDDO,Attending MDDO NPI,Medical Director NPI,Back Up Lab,LTC ACO,ACO Reach,RMAL,Pharmacy,ACO Physician,ACO Physician NPI,EOD Report,BHI Coordinator,BHI Coordinator ID,Last Field Visit,Palliative Care NPI,Palliative Care Provider,Palliative Care Volume,SNP Volume,VA Patient Volume,Psychiatry Attending,Psychiatry Attending NPI,ISNP Provider,ISNP Provider NPI,Created,CMSCCN,,
The Waters of Dillsboro,,CP,6797536,,Tiffany Johnson-Burnette,Southern Indiana,Cortney Hendress,NULL,SNF,Established,Green,1730120213,12803 LENOVER STREET,Dillsboro,,Indiana,47018,"Dearborn County, IN",8124325226,(812)-432-3311,NULL,NULL,,adon@watersofdillsboro.com; don@watersofdillsboro.com,NULL,NULL,NULL,NULL,NULL,63,29,0,33,0,0,0,0,43,59,0,0,0,0,0,0,0,NULL,0,0,NULL,NULL,NULL,243,PCC - integrated,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Jared Caudill,1790454650,Th Q1W,NULL,NULL,NULL,,,,,,NULL,NULL,Kevin Conlee,1548331747,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,INFINITY HEALTHCARE CONSULTING ,NULL,,,Jazmine Selvy,socialservices@watersofdillsboro.com,Social Services,NULL,NULL,NULL,Sydney Cutter,adon@watersofdillsboro.com,ADON,NULL,NULL,NULL,Vanessa Roll ,NULL,ED,NULL,NULL,NULL,Erica Blevins,don@watersofdillsboro.com,DON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,243,1131,THE WATERS OF DILLSBORO,NULL,XXX,NULL,0,NULL,0,0,Chelsea Steinhauer,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,TBD,1,NULL,NULL,7/17/2023 15:00,155280,,
McAlpine Adult Care,,CP,6797323,,Bambi Anderson,Carolinas West,Lindsey Schulten,NULL,AL,Established,Yellow,1649367517,3806 Kathy Rd,Morgonton,,North Carolina,28655,"Burke County, NC",8285844513,(828) 522-4422,NULL,NULL,,NULL,Mako,NULL,NULL,NULL,NULL,46,6,15,22,0,0,0,0,38,1,0,0,0,0,0,0,0,Partners,17,0,NULL,NULL,NULL,539,Caresuite,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Rachel Nadeau,1497417521,W Q2W,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,INDEPENDENT,Chartpath,,,Amy Sharrow,amy.sharrow@integrityspillc.com,RCC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,539,1442,"INTEGRITY-MCALPINE ADULT CARE, LLC",NULL,XXX,NULL,0,NULL,0,0,Elizabeth Giebel,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,Hans Stelmach,1356535991,NULL,NULL,7/17/2023 15:00,NULL,,
Harmony Park Wilson,,NULL,NULL,,Grayson Rhodes,Carolinas Northeast,Leigh Cox Feranec,NULL,SNF,Established,Green,1124897848,1804 Forest Hills Dr W,Wilson,,North Carolina,27893,NULL,(252) 237-8161,(252) 237-0447,NULL,NULL,,"sdeiter@harmonyparkwilson.com, khemby@harmonyparkwilson.com, ttabron@harmonyparkwilson, tgrant-lane@harmonyparkwilson.com, pjohnson@harmonyparkwilson.com, sking@harmonyparkwilson.com, ahoward@harmonyparkwilson.com","Wilson Medical Center (stat), Mako (routine)",Monday ,Trident Care,"Wellcare, Centerwell","Gentiva, Hospice of Wilson",56,20,18,49,0,0,0,0,41,32,0,0,0,0,0,4,0,NULL,27,0,NULL,110,83,2070,PCC - integrated,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Carla Pierce,1205589843,Th Q2W,NULL,NULL,NULL,,,,,,NULL,NULL,Christy Joyner,1386924702,W Q2W,NULL,NULL,,,NULL,,5/15/2025,,XXX,0,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,August Healthcare Group,PCC,,,Michelle Bachelor,mbatchelor@harmonyparkwilson.com,Administrator,NULL,NULL,NULL,Kristy Hemby,khemby@harmonyparkwilson.com,DON,NULL,NULL,NULL,Tiffany Grant-Lane,tgrant-lane@harmonyparkwilson.com,SW,NULL,NULL,NULL,Tierra Tabron,ttabron@harmonyparkwilson.com,ADON,NULL,NULL,NULL,Kimberly Oneal,koneal@harmonyparkwilson.com,MDS,NULL,NULL,NULL,Arleen Howard/ Doris Gamble ,ahoward@harmonyparkwilson.com/ dgamble@harmonyparkwilson.com,medical rec/ admission,NULL,NULL,NULL,2070,NULL,NULL,NULL,XXX,0,0,NULL,0,0,Haley Shaffer,Polaris,NULL,NULL,NULL,Destiny Blount,NULL,00:00.0,0,XXX,0,0,0,Hans Stelmach,1356535991,NULL,NULL,4/24/2025 18:45,345063,,
PruittHealth - Elkin,,CP,6797410,,Bambi Anderson,Triad,Nicole Garner,NULL,SNF,Established,Green,1245287762,560 Johnson Ridge Road,Elkin,,North Carolina,28621,"Surry County, NC",3368357802,(336) 526-2881,NULL,NULL,,NULL,CLS,NULL,NULL,NULL,NULL,34,7,9,25,0,0,0,0,23,22,0,0,0,0,0,0,0,Partners,4,0,NULL,NULL,NULL,587,NULL,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Heather Landis,1780216135,M Q2W,NULL,NULL,NULL,,,,,,12/12/2023,NULL,TBD,1,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,PRUITT HEALTH,Chartpath,,,Megan Casstevens,mcasstevens@pruitthealth.com,Social Worker,NULL,NULL,NULL,Linda Reece,lreece@pruitthealth.com,Administrator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,587,1490,PRUITTHEALTH - ELKIN,NULL,XXX,NULL,0,NULL,0,0,Frances Long,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,Hans Stelmach,1356535991,NULL,NULL,7/17/2023 15:00,345124,,
Peak Resources Cherryville,,CP,6797379,,Bambi Anderson,Carolinas West,Lindsey Schulten,NULL,AL/SNF MD,Established,Green,1609976901,7615 DALLAS CHERRYVILLE HWY,CHERRYVILLE,,North Carolina,28021,"Gaston County, NC",704-435-6029,(704)802-3014,NULL,NULL,,jpoovey@peakresourcesinc.com; jsain@peakresourcesinc.com,meridian laboratory/atrium health cleveland,NULL,NMXR,NULL,NULL,67,22,27,63,67,0,67,0,30,32,0,0,0,0,0,20,0,Partners,65,0,NULL,NULL,NULL,566,Matrix,Brandi Burke,1083007579,"M, Tu, Th, F Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,Sandeep Patel,Valerie Moore,1972188928,Th 3/M,NULL,NULL,NULL,,,,,,6/6/2024,NULL,Summer Bryant,1639633563,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,PEAK RESOURCES,Chartpath,,,J. Hickerson,jhickson@peakresourcesinc.com,Med Rec,NULL,NULL,NULL,Johnny Poovey,jpoovey@peakresourcesinc.com,Administrator,NULL,NULL,NULL,Jessica Sain,jsain@peakresourcesinc.com,DON,NULL,NULL,NULL,Cynthia Skinner,cskinner@peakresourcesinc.com,Social Worker,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,566,1469,PEAK RESOURCES CHERRYVILLE,NULL,Charlene Knight,1902804354,1184631533,NULL,27,0,Elizabeth Giebel,Center Street Pharmacy,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,Hans Stelmach,1356535991,NULL,NULL,7/17/2023 15:00,345395,,
Tipton Place,,CP,6797541,,Tammy Taschwer,Northeast Indiana,Kara Younce,NULL,AL,Established,Green,1821114372,460 FORKS OF THE WABASH WAY,HUNTINGTON,,Indiana,46750,"Huntington County, IN",260-356-2028,(260) 356-2087,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,19,15,18,18,19,18,1,0,10,10,0,0,0,0,0,1,0,NULL,19,0,NULL,150,91,227,NULL,Jessie Whiteman,1073090130,Th Q1W,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,6/3/2024,,XXX,Jessica Hughes,1295501138,Tu Q2W,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,STORYPOINT,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,Megan Bassler,mbassler@tiptonplace.com,DON,NULL,419-769-1646,NULL,Melissa Quinn,mequinn@tiptonplace.com,ED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,227,105,TIPTON HOUSE,NULL,NULL,NULL,0,NULL,8,0,Russellina Charnley,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,XXX,0,NULL,NULL,7/17/2023 15:00,NULL,,
Swiss Villa Nursing and Rehab,,CP,6798425,,Tiffany Johnson-Burnette,Southern Indiana,Cortney Hendress,NULL,SNF,Established,Yellow,1770654220,1023 W MAIN ST,Vevay,,Indiana,47043,NULL,8125949653,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,37,20,20,35,0,0,0,0,29,29,0,0,0,0,0,0,0,NULL,0,0,NULL,NULL,NULL,928,NULL,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Jared Caudill,1790454650,Tu Q2W,NULL,NULL,NULL,,,,,,NULL,NULL,Katherine Standiford,1568194462,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,AMERICAN SENIOR COMMUNITIES,NULL,,,Amanda Wallace ,amandawallace@asccare.com,DON,NULL,NULL,NULL,Kyle Stout,kylestout@asccare.com,ADMIN,NULL,NULL,NULL,Miranda Mangold,180ss@ascseniorcare.com,Social Worker,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,928,2027,SWISS VILLA NURSING AND REHAB,NULL,XXX,NULL,0,NULL,0,0,Chelsea Shoots,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,TBD,1,NULL,NULL,7/17/2023 15:00,155462,,
White River Lodge,,CP,6797578,,Tiffany Johnson-Burnette,Southern Indiana,Cortney Hendress,NULL,SNF,Established,Green,1922218031,3710 KENNETH SIMPSON LANE,BEDFORD,,Indiana,47421,"Lawrence County, IN",8122757006,(812) 275-0758,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,32,21,25,25,32,0,32,0,19,0,0,0,0,0,0,9,0,NULL,31,0,NULL,NULL,NULL,253,NULL,Brandy Baker,1487221859,"M, Th Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,Kevin Neese,Jennifer Phelps,1548669112,Th Q1M,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,RUSH MEMORIAL,NULL,,,Melinda Lewis,mlewis@rphfcorp.com,DON,NULL,812-275-7006,NULL,Tangie Jenkins,tjenkins@rphfcorp.com,Administrator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Leah Hillenburg,NULL,Executive Director,NULL,NULL,NULL,Karen Wise,kwise@rphfcorp.com,Social Worker,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,253,948,WHITE RIVER LODGE,NULL,Kevin Neese,1699710319,1699710319,NULL,17,0,Chelsea Shoots,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,1144769936,Rhonda Hoch,0,0,0,TBD,1,XXX,0,7/17/2023 15:00,155631,,
Century Villa Health,,CP,6802477,,Tammy Taschwer,Northeast Indiana,Kara Younce,NULL,AL/SNF,Established,Red,1932449154,705 N MERIDIAN ST,GREENTOWN,,Indiana,46936,"Howard County, IN",765-628-3377,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,86,33,37,69,81,10,71,0,0,0,0,0,0,0,0,11,0,NULL,61,0,NULL,168,75,974,NULL,Vahid-David Sedaghat,1972584043,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,7/8/2024,,Vahid-David Sedaghat,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,GREENTOWN VOLUNTEER FIRE COMPANY,NULL,,,Hoplen Starkey,hoplen.starkey@centuryvilla.com,DON,NULL,NULL,NULL,Corrine Roland,corinne.roland@centuryvilla.com,Social Worker,NULL,NULL,NULL,Michael Gerig,michael.gerig@centuryvilla.com,Executive Director,NULL,859-618-9620,NULL,Stacy Walter,stacy.walter@centuryvilla.com,DON,NULL,NULL,NULL,Stacey Turner,stacey.turner@centuryvilla.com,NULL,NULL,NULL,NULL,Dana Byrum,dana.byrum@centuryvilla.com,NULL,NULL,NULL,NULL,974,2211,CENTURY VILLA HEALTH,NULL,Vahid-David Sedaghat,1972584043,1972584043,NULL,0,0,Russellina Charnley,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,1144769936,Rhonda Hoch,5,0,0,XXX,0,XXX,0,7/17/2023 14:59,155510,,
Parc at Sharon Amity,,NULL,NULL,,Bambi Anderson,Charlotte,Edrina Grant,NULL,AL,Established,Green,1043549298,4025 N Sharon Amity Rd,Charlotte,,North Carolina,28205,"Mecklenberg County, NC",704-569-9661,704-873-8761,NULL,NULL,,residentcare@parcmemory.com,Mako,NULL,QMX Mobile Xray,NULL,NULL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NULL,0,0,NULL,NULL,NULL,2158,NULL,Rosa Rodriguez,1760148001,M Q2W,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,ALG,NULL,,,Cassie Beard ,director@parcmemory.com,Executive Director,NULL,NULL,NULL,Michelle Bailey,residentcare@parcmemory.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2158,NULL,NULL,NULL,TBD,1,0,NULL,0,0,Bonnie Terry,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,0,XXX,0,0,0,XXX,0,XXX,0,12/2/2025 9:56,NULL,,
Oakland Living Center,,NULL,NULL,,Bambi Anderson,Carolinas West,Lindsey Schulten,NULL,AL,Established,Green,1790810638,704 Poors Ford Road ,Rutherfordton,,North Carolina,28139,NULL,(828) 286-3379,(828) 829-5859,NULL,NULL,,administrator@oaklandnursingnc.com,MAKO Medical ,?,National ,CenterWell,Carolina Foothills ,15,8,9,15,0,0,0,0,12,15,0,0,0,0,0,0,0,NULL,0,0,NULL,40,33,2090,Caresuite,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Julia Dyer,1457036956,M Q1M,NULL,NULL,NULL,,,,,,NULL,NULL,TBD,1,TBD,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,INDEPENDENT,Quick Mar,,,Melanie Scruggs,administrator@oaklandnursingnc.com,Executive Director ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,NULL,NULL,XXX,0,0,NULL,0,0,Elizabeth Giebel,Reliance LTC Pharmacy (Spindale Drug),NULL,NULL,NULL,Daniel Smith,NULL,00:00.0,0,XXX,0,0,0,Hans Stelmach,1356535991,NULL,NULL,6/17/2025 10:14,NULL,,
Shelby Skilled Nursing & Rehab,,NULL,3517,,Melanie Plake,Northern Ohio,Amber Grassman,NULL,SNFMD,Established,Green,1073588141,705 Fulton Street,Sidney ,,Ohio,45365,Shelby,937-492-9591,937-498-0529,937-498-0529,937-498-0529,,acooper@shelbySNF.com; bzureick@aspirerp.com; jcooper@aspirerp.com,AHA,On demand,Trident Care,Wilson,Wilson and Daycity,45,16,19,41,45,0,45,0,0,0,0,0,0,0,0,6,0,NULL,1,17,NULL,NULL,NULL,715,NULL,Erica Zavakos,1710865829,"Tu, Th Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,Koby Dixon,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,JAG,NULL,,,Jason Cooper,jcooper@aspirerp.com,*send schedules*,NULL,NULL,NULL,Becky Zureick,bzureick@aspirerp.com,*send schedules*,NULL,NULL,NULL,Sabrina Lofton,slofton@aspirerp.com,*send schedules*,NULL,NULL,NULL,Amanda Cooper,acooper@shelbySNF.com,*send schedules* DON,NULL,NULL,NULL,Heather Fogle,hfogle@shelbySNF.com,Administrator,NULL,NULL,NULL,Kyra Horn,khorn@shelbysnf.com,ADON,NULL,NULL,NULL,715,OH-SS,NULL,NULL,Koby Dixon,1134784937,1134784937,NULL,0,0,Catherine Hamilton,Paragon Rx-pharmacy,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,XXX,0,NULL,NULL,12/29/2023 12:20,365297,,
Arbor Grove Village,,CP,6797031,,Tammy Taschwer,Central Indiana,Amanda Lewis,NULL,SNF,Established,Green,1528055928,1021 E CENTRAL AVE,GREENSBURG,,Indiana,47240,"Decatur County, IN",8126638553,(812) 663-6980,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,78,33,17,75,76,0,76,0,0,0,0,0,0,0,0,11,0,NULL,48,0,NULL,NULL,NULL,39,NULL,Amanda Velez,1952757528,"M, W, Th Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,AMERICAN SENIOR COMMUNITIES,NULL,,,Christina Banks,christinabanks@asccare.com,DON,NULL,NULL,NULL,Kathy,63ss@ascseniorcare.com,Social Worker,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Shannon Roberts,shannonallgeier@asccare.com,Director of Marketing,NULL,NULL,NULL,Debra McKinley,debramckinley@asccare.com,ED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,415,ARBOR GROVE VILLAGE,NULL,XXX,0,0,NULL,8,0,Chelsea Shoots,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,0,XXX,0,29,0,XXX,0,Amanda Bazan,1205334448,7/17/2023 14:59,155625,,
